Day,Participant,Recording 1 Age,Recording 1 Height,Recording 1 Weight,Recording 2 Age,Recording 2 Height,Recording 2 Weight,Recording 3 Age,Recording 3 Height,Recording 3 Weight,Recording 4 Age,Recording 4 Height,Recording 4 Weight,Recording 5 Age,Recording 5 Height,Recording 5 Weight,Who is older in 6 and 7?,Who is taller in 6 and 7?,Who is heavier in 6 and 7?,Who is older in 8 and 9?,Who is taller in 8 and 9?,Who is heavier in 8 and 9?
1,correct,25,158.4,46,21,158.5,48.5,18,164.8,67.4,19,179.7,66.8,22,179.9,81.6,Recording 7,Recording 7,Recording 6,Recroding 8,Recording 9,Recording 8
1,rsingh,25,162.5,63.5,28,167.64,72.5,26,160,68,35,167.64,72.5,35,170.18,72.5,Recording 7,Recording 6,Recording 6,Recording 9,Recording 8,Recording 8
1,bhikshar,21,163,60,18,160,55,25,170,55,25,175,65,30,170,60,Recording 7,Recording 6,Recording 6,Recording 8,Recording 8,Recording 8
1,bmartin1,23,160,60,24,160,60,23,150,70,22,165,50,26,170,60,Recording 7,Recording 6,Recording 7,Recording 8,Recording 8,Recording 8
1,yang,17,158,55,18,165,65,22,160,60,25,170,65,23,165,60,Recording 7,Recording 7,Recording 6,Recording 9,Recording 8,Recording 9
1,hyd,23,155,40,20,150,45,24,155,45,25,160,50,25,150,50,Recording 7,Recording 7,Recording 6,Recording 9,Recording 8,Recording 9
1,yandongw,25,165,60,12,150,40,20,160,55,30,165,60,25,170,65,Recording 7,Recording 7,Recording 7,Recording 9,Recording 9,Recording 9
1,mahmoudi,25,175,65,21,173,66,19,165,70,29,170,75,31,160,69,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 9
1,samemon,28,167.64,62,26,165.1,65,20,165,50,30,170.18,60,27,167.64,58,Recording 7,Recording 7,Recording 6,Recording 9,Recording 8,Recording 9
1,yangyanx,28,170,60,25,160,50,22,160,50,22,165,55,26,170,60,Recording 6,Recording 6,Recording 7,Recording 9,Recording 8,Recording 8
1,wenbo,28,165,48,23,160,48,25,165,45,28,170,55,32,172,55,Recording 7,Recording 7,Recording 7,Recording 9,Recording 8,Recording 9
1,abelinoj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 8
2,samemon,27,165,65,30,165,70,35,167,85,30,170.6,85,19,170.68,50,Recording 6,Recording 6,Recording 7,Recording 9,Recording 8,Recording 9
2,correct,18,161.2,65.5,18,162.5,61.8,20,152.4,62,18,166,53.8,18,152.9,57.6,Recording 6,Recording 6,Recording 6,Recording 9,Recording 9,Recording 9
2,samemon,27,165,65,30,165,70,35,167,85,30,170.6,85,19,170.68,50,Recording 6,Recording 6,Recording 7,Recording 9,Recording 8,Recording 9
2,bhikshar,18,170,60,20,170,65,24,165,75,19,180,60,21,170,70,Recording 7,Recording 7,Recording 6,Recording 9,Recording 9,Recording 9
2,mahmoudi,22,172,60,19,175,65,23,165,62,26,168,70,24,169,65,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 9
2,hyd,25,150,50,27,170,60,25,172,75,20,170,50,23,170,50,Recording 6,Recording 7,Recording 7,Recording 9,Recording 8,Recording 9
2,bmartin1,26,170,60,24,160,70,22,158,59,23,160,75,21,152,50,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 8
2,abelinoj,19,160,60,20,150,65,22,170,70,18,160,70,22,170,70,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 8
2,yandongw,20,165,60,19,165,65,21,160,55,18,165,60,20,160,55,Recording 7,Recording 6,Recording 6,Recording 9,Recording 9,Recording 8
2,yang,19,170,65,21,165,58,25,159,60,21,170,62,18,160,55,Recording 6,Recording 6,Recording 6,Recording 8,Recording 9,Recording 9
2,yangyanx,21,160,50,23,165,55,18,175,50,19,165,55,18,170,50,Recording 6,Recording 6,Recording 6,Recording 9,Recording 8,Recording 9
2,wenbo,20,170,70,24,172,70,22,168,74,18,170,65,22,174,70,Recording 6,Recording 7,Recording 6,Recording 9,Recording 9,Recording 8
2,rsingh,22,0,0,24,0,0,19,0,0,24,0,0,22,0,0,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 8
3,correct,68,186.6,91,19,163.9,46.6,39,163,68.1,44,153.5,68,22,164.4,55.2,Recording 6,Recording 6,-,Recording 8,Recording 9,Recording 8
3,bmartin1,72,159,60,19,158,55,30,165,65,35,160,56,23,155,50,Recording 7,Recording 7,Recording 7,Recording 9,Recording 8,Recording 9
3,bhikshar,50,165,70,18,160,60,40,165,55,20,170,65,22,160,65,Recording 6,Recording 7,Recording 7,Recording 8,Recording 9,Recording 8
3,yang,55,170,65,19,160,59,25,157,61,20,162,63,18,170,62,Recording 7,Recording 6,Recording 7,Recording 9,Recording 9,Recording 8
3,hyd,55,158,90,24,160,48,40,165,80,19,160,45,21,170,50,Recording 7,Recording 7,Recording 7,Recording 8,Recording 9,Recording 9
3,yandongw,40,160,65,20,160,60,25,159,55,30,161,50,19,162,60,Recording 7,Recording 7,Recording 7,Recording 9,Recording 9,Recording 9
3,samemon,65,165,70,20,170,60,45,170,60,60,166,60,28,169,55,Recording 7,Recording 7,Recording 6,Recording 9,Recording 8,Recording 9
3,yangyanx,55,165,60,21,170,50,30,165,55,25,170,55,23,165,50,Recording 7,Recording 6,Recording 7,Recording 8,Recording 9,Recording 8
3,abelinoj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 8
3,wenbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 8
3,mahmoudi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 8
3,rsingh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 8
4,correct,43,153.2,88.8,40,165.8,66.1,47,162.4,98.6,49,155,74.4,59,161.6,61,Recording 6,Recording 7,Recording 6,Recording 8,Recording 8,Recording 9
4,samemon,45,170,80,22,162,60,35,160,73,55,175,65,60,165,65,Recording 7,Recording 6,Recording 6,Recording 9,Recording 9,Recording 9
4,rsingh,18,168,68,24,165,73,20,165,73,42,170,68,35,163,68,Recording 7,Recording 6,Recording 7,Recording 9,Recording 9,Recording 8
4,hyd,32,163,60,26,170,56,40,150,60,40,165,70,30,160,60,Recording 6,Recording 6,Recording 7,Recording 9,Recording 9,Recording 9
4,mahmoudi,42,168,71,23,171,63,43,169,80,55,162,68,42,167,65,Recording 6,Recording 6,Recording 7,Recording 9,Recording 8,Recording 9
4,bhikshar,40,163,75,28,172,65,30,160,65,50,178,75,35,175,70,Recording 6,Recording 6,Recording 7,Recording 8,Recording 8,Recording 9
4,yang,23,160,58,19,170,65,25,176,68,25,165,60,35,160,65,Recording 7,Recording 7,Recording 7,Recording 9,Recording 8,Recording 9
4,yandongw,25,170,60,22,160,50,23,160,70,20,160,50,20,160,70,Recording 7,Recording 7,Recording 6,Recording 9,Recording 9,Recording 8
4,abelinoj,30,170,80,20,170,65,40,165,80,30,175,65,40,175,70,Recording 6,Recording 7,Recording 6,Recording 8,Recording 9,Recording 9
4,wenbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 8
4,bmartin1,35,160,68,30,160,60,45,162,67,50,169,74,55,170,68,Recording 6,Recording 7,Recording 6,Recording 8,Recording 9,Recording 8
4,yangyanx,30,170,60,26,165,55,40,155,65,58,170,60,42,160,60,Recording 6,Recording 7,Recording 7,Recording 8,Recording 9,Recording 9
5,correct,60,164.7,67.4,36,167.5,51.7,22,165.6,61.3,43,166.6,64,27,162.4,49.3,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 8
5,samemon,47,162,63,33,168,68,18,170,55,30,168,70,23,160,45,Recording 7,Recording 6,Recording 7,Recording 8,Recording 8,Recording 8
5,abelinoj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 8
5,wenbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 8
5,yang,35,165,68,28,160,62,23,168,64,40,160,68,20,156,56,Recording 7,Recording 7,Recording 6,Recording 9,Recording 8,Recording 8
5,bmartin1,41,168,72,28,158,58,20,159,55,45,170,74,21,163,58,Recording 7,Recording 7,Recording 7,Recording 9,Recording 9,Recording 9
5,yangyanx,38,155,60,32,165,55,23,165,50,40,170,55,27,165,50,Recording 7,Recording 7,Recording 7,Recording 9,Recording 8,Recording 9
5,bhikshar,60,155,55,40,175,65,28,172,65,55,170,65,18,165,70,Recording 7,Recording 7,Recording 6,Recording 8,Recording 8,Recording 8
5,rsingh,50,165,65,45,170,65,24,167,55,52,165,64,25,170,70,Recording 7,Recording 6,Recording 6,Recording 9,Recording 8,Recording 9
5,mahmoudi,33,166,70,44,168,77,22,160,62,38,168,75,18,170,58,Recording 7,Recording 6,Recording 7,Recording 8,Recording 9,Recording 9
5,hyd,43,160,62,35,168,60,25,170,70,28,170,60,22,160,50,Recording 6,Recording 6,Recording 7,Recording 8,Recording 9,Recording 8
5,yandongw,30,160,60,40,160,60,35,155,55,30,170,65,30,155,50,Recording 7,Recording 6,Recording 7,Recording 8,Recording 8,Recording 8
6,correct,48,156.4,54.3,29,162.5,58.5,32,171.4,67.2,19,169.6,61.9,43,158.1,67.9,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 9
6,rsingh,35,162,64,24,165,62,65,162,62,20,167.5,65,45,160,64,Recording 6,Recording 7,Recording 7,Recording 8,Recording 9,Recording 9
6,wenbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 8
6,bmartin1,40,160,65,26,160,55,57,158,63,21,155,50,58,155,70,Recording 7,Recording 7,Recording 7,Recording 9,Recording 8,Recording 9
6,yangyanx,32,165,55,21,170,55,65,155,60,19,170,55,38,160,60,Recording 7,Recording 7,Recording 7,Recording 9,Recording 9,Recording 9
6,yang,30,162,60,20,165,55,50,168,70,21,165,60,30,158,62,Recording 7,Recording 7,Recording 7,Recording 9,Recording 8,Recording 9
6,samemon,46,162,63,21,167,58,62,158,72,19,165,58,53,164,67,Recording 7,Recording 7,Recording 7,Recording 9,Recording 9,Recording 8
6,abelinoj,25,150,70,20,170,60,50,165,75,23,170,60,50,150,75,Recording 7,Recording 7,Recording 7,Recording 9,Recording 9,Recording 9
6,hyd,30,165,60,25,165,60,60,165,70,22,170,55,38,162,65,Recording 7,Recording 7,Recording 7,Recording 9,Recording 8,Recording 9
6,bhikshar,40,155,55,24,175,70,65,165,60,19,175,65,45,160,60,Recording 7,Recording 7,Recording 7,Recording 9,Recording 9,Recording 8
6,mahmoudi,26,165,68,21,162,70,54,160,71,19,163,62,45,165,65,Recording 7,Recording 6,Recording 7,Recording 8,Recording 8,Recording 9
6,yandongw,40,160,65,30,160,50,60,163,75,20,170,60,35,155,50,Recording 7,Recording 6,Recording 6,Recording 9,Recording 9,Recording 9
7,correct,20,161.9,63.9,71,166.7,132,19,167.8,55.7,31,166.7,64,41,166.4,88.9,Recording 7,Recording 6,Recording 6,Recording 8,Recording 9,Recording 9
7,samemon,19,165,54,57,161,80,24,164,50,25,166,58,30,163,65,Recording 7,Recording 6,Recording 6,Recording 8,Recording 9,Recording 9
7,wenbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 8
7,bmartin1,19,150,48,70,160,70,22,156,53,24,157,55,28,159,65,Recording 7,Recording 6,Recording 6,Recording 8,Recording 9,Recording 9
7,yangyanx,22,170,55,65,155,70,23,165,50,32,165,55,26,165,60,Recording 7,Recording 6,Recording 6,Recording 9,Recording 9,Recording 9
7,abelinoj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 8
7,yandongw,25,160,55,55,160,65,30,155,55,25,170,60,35,160,58,Recording 6,Recording 6,Recording 6,Recording 9,Recording 9,Recording 9
7,bhikshar,30,165,60,55,170,75,30,170,65,35,170,55,30,175,65,Recording 7,Recording 6,Recording 7,Recording 8,Recording 9,Recording 9
7,hyd,20,161,56,60,165,70,22,165,55,25,165,58,29,162,55,Recording 7,Recording 6,Recording 6,Recording 8,Recording 9,Recording 9
7,mahmoudi,22,167,65,44,165,80,23,155,55,28,165,63,33,171,75,Recording 7,Recording 6,Recording 6,Recording 8,Recording 9,Recording 9
7,yang,22,165,70,65,167,65,28,165,60,21,167,67,20,156,49,Recording 7,Recording 6,Recording 7,Recording 9,Recording 9,Recording 9
7,rsingh,23,165,64,55,170,70,19,162.5,66,28,170,75,22,160,62,Recording 6,Recording 7,Recording 6,Recording 8,Recording 8,Recording 8
8,correct,32,167,64.3,35,168.5,89.4,26,166,56.9,26,168.3,76,46,154.8,59.7,Recording 6,Recording 7,Recording 6,Recording 8,Recording 8,Recording 8
8,samemon,31,158,70,21,165,50,27,166,70,40,160,60,58,155,65,Recording 6,Recording 6,Recording 6,Recording 8,Recording 8,Recording 8
8,hyd,35,166,60,26,168,58,20,158,50,32,165,65,45,165,70,Recording 6,Recording 7,Recording 6,Recording 8,Recording 8,Recording 9
8,wenbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 8
8,mahmoudi,44,160,70,23,167,57,18,168,58,47,171,65,34,161,62,Recording 6,Recording 7,Recording 6,Recording 9,Recording 8,Recording 9
8,rsingh,35,163,64,26,168,70,23,165,64,30,168,62,22,163,66,Recording 7,Recording 6,Recording 6,Recording 8,Recording 8,Recording 8
8,bhikshar,45,160,60,32,165,70,40,160,55,35,170,65,50,160,60,Recording 6,Recording 7,Recording 6,Recording 8,Recording 8,Recording 8
8,yandongw,50,160,55,20,165,55,20,155,60,25,170,65,30,155,45,Recording 6,Recording 7,Recording 7,Recording 8,Recording 9,Recording 8
8,yang,46,165,60,26,170,68,23,160,65,20,164,55,42,167,75,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 8
8,abelinoj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 8
8,bmartin1,30,168,70,19,170,65,22,159,50,40,160,70,70,159,70,Recording 7,Recording 7,Recording 7,Recording 9,Recording 9,Recording 9
8,yangyanx,60,165,60,29,165,55,24,170,55,27,160,65,60,160,65,Recording 6,Recording 6,Recording 6,Recording 9,Recording 9,Recording 8
9,correct,34,176,93.6,40,167.3,88.3,36,173.7,56.8,56,161.4,58.7,22,148.9,63.6,Recording 7,Recording 6,Recording 7,Recording 8,Recording 9,Recording 8
9,samemon,23,161,62,37,164,67,20,158,50,58,159,70,19,162,55,Recording 7,Recording 7,Recording 6,Recording 8,Recording 9,Recording 8
9,mahmoudi,25,162,52,32,168,58,32,171,65,45,164,80,20,167,58,Recording 7,Recording 7,Recording 6,Recording 8,Recording 9,Recording 8
9,hyd,26,161,60,32,162,70,20,158,50,40,165,70,22,160,50,Recording 7,Recording 7,Recording 6,Recording 8,Recording 8,Recording 9
9,bhikshar,30,175,70,36,175,65,28,175,65,50,160,55,18,160,65,Recording 7,Recording 6,Recording 7,Recording 8,Recording 9,Recording 9
9,yandongw,29,170,65,40,160,60,25,160,55,55,158,75,30,160,65,Recording 6,Recording 6,Recording 7,Recording 8,Recording 9,Recording 9
9,rsingh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 8
9,yang,22,166,60,28,162,62,19,158,54,38,169,68,21,162,60,Recording 7,Recording 6,Recording 7,Recording 8,Recording 8,Recording 8
9,abelinoj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Recording 7,Recording 6,Recording 7,Recording 9,Recording 8,Recording 8
9,bmartin1,25,170,70,45,160,70,20,155,55,65,160,70,20,155,50,Recording 7,Recording 6,Recording 7,Recording 8,Recording 8,Recording 8
9,yangyanx,35,170,55,42,155,60,30,170,50,60,160,60,23,165,55,Recording 7,Recording 6,Recording 6,Recording 8,Recording 9,Recording 9
9,wenbo,32,155,48,26,160,48,22,158,45,38,160,55,30,155,60,Recording 7,Recording 7,Recording 6,Recording 9,Recording 9,Recording 9
10,correct,21,172,75,20,163.2,81.3,33,162.2,62,32,157.5,62.1,19,163,65.8,Recording 6,Recording 6,Recording 6,Recording 9,Recording 8,Recording 8
10,samemon,23,172,68,34,155,75,41,163,70,18,153,53,28,160,58,Recording 6,Recording 6,Recording 7,Recording 9,Recording 9,Recording 8
10,mahmoudi,20,175,62,27,165,80,33,168,59,27,165,55,22,158,56,Recording 6,Recording 7,Recording 6,Recording 9,Recording 9,Recording 8
10,hyd,22,179,66,24,160,65,28,168,60,20,155,62,25,165,65,Recording 6,Recording 6,Recording 6,Recording 8,Recording 8,Recording 8
10,yang,24,172,63,28,162,68,34,166,70,35,162,55,19,160,67,Recording 6,Recording 7,Recording 6,Recording 9,Recording 8,Recording 9
10,rsingh,28,170,65,25,168,68,30,162,65,20,170,64,19,168,64,Recording 7,Recording 6,Recording 6,Recording 8,Recording 9,Recording 8
10,abelinoj,20,180,70,25,170,75,30,165,65,30,165,60,19,160,60,Recording 6,Recording 6,Recording 6,Recording 9,Recording 9,Recording 8
10,wenbo,19,170,60,30,165,66,25,170,67,18,165,55,28,166,58,Recording 6,Recording 6,Recording 7,Recording 9,Recording 9,Recording 9
10,bhikshar,28,165,70,18,160,55,35,167,65,25,170,70,24,170,70,Recording 6,Recording 6,Recording 6,Recording 8,Recording 9,Recording 9
10,bmartin1,22,170,65,24,170,80,37,170,70,25,170,65,22,165,60,Recording 6,Recording 7,Recording 6,Recording 9,Recording 9,Recording 9
10,yangyanx,22,175,55,29,165,60,32,165,55,22,175,55,21,170,55,Recording 6,Recording 6,Recording 6,Recording 9,Recording 9,Recording 9
10,yandongw,22,165,55,30,160,60,30,170,60,18,160,55,35,155,50,Recording 6,Recording 7,Recording 6,Recording 8,Recording 9,Recording 8
11,correct,20,159.7,77,64,153.9,59.9,26,175.2,78.5,26,169,98,22,169.4,62.8,Recording 6,Recording 6,Recording 7,Recording 8,Recording 9,Recording 9
11,samemon,35,167,70,29,160,80,45,165,75,19,166,58,58,158,82,Recording 6,Recording 6,Recording 6,Recording 8,Recording 9,Recording 9
11,bmartin1,32,170,76,45,170,80,33,168,74,23,155,50,33,170,70,Recording 6,Recording 7,Recording 6,Recording 9,Recording 8,Recording 9
11,mahmoudi,25,168,62,56,162,70,23,170,61,26,156,55,34,162,60,Recording 7,Recording 6,Recording 7,Recording 8,Recording 8,Recording 9
11,bhikshar,28,170,70,50,160,70,40,178,70,32,168,65,50,160,60,Recording 6,Recording 6,Recording 6,Recording 8,Recording 9,Recording 9
11,abelinoj,25,175,65,40,160,80,25,170,70,20,155,60,33,175,68,Recording 6,Recording 7,Recording 7,Recording 8,Recording 9,Recording 8
11,hyd,25,162,60,35,165,70,38,165,70,24,158,58,40,160,65,Recording 6,Recording 6,Recording 6,Recording 8,Recording 9,Recording 9
11,yandongw,35,165,80,25,168,100,40,160,60,20,155,50,60,160,65,Recording 6,Recording 7,Recording 7,Recording 8,Recording 9,Recording 8
11,yang,24,170,65,40,161,80,35,168,69,19,167,65,25,160,50,Recording 7,Recording 7,Recording 6,Recording 8,Recording 8,Recording 8
11,wenbo,30,165,65,45,165,65,25,170,70,20,165,55,35,170,65,Recording 7,Recording 6,Recording 7,Recording 8,Recording 8,Recording 8
